doc_id,company_name,company_aliases,security_code,doc_source_type,report_title,report_date,fiscal_year,broker_name,major_industry,language,currency,exchange,board,market_type,industry_l1,industry_l2,has_pdfcrawl_metadata,source_manifest,source_file_path,pdf_url
600718_2024_20250429,东软集团,东软集团|600718,600718,annual_report,东软集团2024年年度报告,2025-04-29,2024,,软件和信息技术服务业,zh,CNY,上海证券交易所,沪主板,A股,信息技术,软件服务,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600718/2024/600718_2024_20250429.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-29/600718_20250429_RJ9K.pdf
600729_2024_20250419,重庆百货,重庆百货|600729,600729,annual_report,重庆百货大楼股份有限公司2024年年度报告,2025-04-19,2024,,零售业,zh,CNY,上海证券交易所,沪主板,A股,零售业,零售业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600729/2024/600729_2024_20250419.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-19/600729_20250419_NAS0.pdf
600736_2024_20250426,苏州高新,苏州高新|600736,600736,annual_report,苏州高新2024年年度报告,2025-04-26,2024,,房地产业,zh,CNY,上海证券交易所,沪主板,A股,房地产业,房地产业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600736/2024/600736_2024_20250426.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-26/600736_20250426_PM52.pdf
600744_2024_20250424,华银电力,华银电力|600744,600744,annual_report,大唐华银电力股份有限公司2024年年度报告,2025-04-24,2024,,电力、热力生产和供应业,zh,CNY,上海证券交易所,沪主板,A股,电力、热力生产和供应业,电力、热力生产和供应业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600744/2024/600744_2024_20250424.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-24/600744_20250424_5BZ6.pdf
600750_2024_20250320,江中药业,江中药业|600750,600750,annual_report,江中药业2024年年度报告,2025-03-20,2024,,医药制造业,zh,CNY,上海证券交易所,沪主板,A股,医药生物,医药制造,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600750/2024/600750_2024_20250320.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-03-20/600750_20250320_7GZ4.pdf
600756_2024_20250329,浪潮软件,浪潮软件|600756,600756,annual_report,浪潮软件2024年年度报告全文,2025-03-29,2024,,软件和信息技术服务业,zh,CNY,上海证券交易所,沪主板,A股,信息技术,软件服务,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600756/2024/600756_2024_20250329.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-03-29/600756_20250329_AP10.pdf
600771_2024_20250425,广誉远,广誉远|600771,600771,annual_report,广誉远中药股份有限公司2024年年度报告,2025-04-25,2024,,医药制造业,zh,CNY,上海证券交易所,沪主板,A股,医药生物,医药制造,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600771/2024/600771_2024_20250425.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-25/600771_20250425_NL2W.pdf
600780_2024_20250425,通宝能源,通宝能源|600780,600780,annual_report,山西通宝能源股份有限公司2024年年度报告,2025-04-25,2024,,电力、热力生产和供应业,zh,CNY,上海证券交易所,沪主板,A股,电力、热力生产和供应业,电力、热力生产和供应业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600780/2024/600780_2024_20250425.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-25/600780_20250425_NGIA.pdf
600791_2024_20250430,京能置业,京能置业|600791,600791,annual_report,京能置业股份有限公司2024年年度报告,2025-04-30,2024,,房地产业,zh,CNY,上海证券交易所,沪主板,A股,房地产业,房地产业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600791/2024/600791_2024_20250430.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-30/600791_20250430_925A.pdf
600814_2024_20250328,杭州解百,杭州解百|600814,600814,annual_report,杭州解百集团股份有限公司2024年年度报告,2025-03-28,2024,,零售业,zh,CNY,上海证券交易所,沪主板,A股,零售业,零售业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600814/2024/600814_2024_20250328.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-03-28/600814_20250328_M5AA.pdf
600821_2024_20250410,金开新能,金开新能|600821,600821,annual_report,2024年年度报告,2025-04-10,2024,,电力、热力生产和供应业,zh,CNY,上海证券交易所,沪主板,A股,电力、热力生产和供应业,电力、热力生产和供应业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600821/2024/600821_2024_20250410.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-10/600821_20250410_BGB0.pdf
600824_2024_20250429,益民集团,益民集团|600824,600824,annual_report,益民集团2024年年度报告,2025-04-29,2024,,零售业,zh,CNY,上海证券交易所,沪主板,A股,零售业,零售业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600824/2024/600824_2024_20250429.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-29/600824_20250429_BRX9.pdf
600827_2024_20250415,百联股份,百联股份|600827,600827,annual_report,百联股份2024年年度报告,2025-04-15,2024,,零售业,zh,CNY,上海证券交易所,沪主板,A股,零售业,零售业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600827/2024/600827_2024_20250415.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-15/600827_20250415_CORX.pdf
600828_2024_20250327,茂业商业,茂业商业|600828,600828,annual_report,茂业商业股份有限公司2024年年度报告,2025-03-27,2024,,零售业,zh,CNY,上海证券交易所,沪主板,A股,零售业,零售业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600828/2024/600828_2024_20250327.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-03-27/600828_20250327_739C.pdf
600838_2024_20250328,上海九百,上海九百|600838,600838,annual_report,上海九百2024年年度报告,2025-03-28,2024,,零售业,zh,CNY,上海证券交易所,沪主板,A股,零售业,零售业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600838/2024/600838_2024_20250328.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-03-28/600838_20250328_W9WM.pdf
600839_2024_20250426,四川长虹,四川长虹|600839,600839,annual_report,四川长虹2024年年度报告,2025-04-26,2024,,计算机、通信和其他电子设备制造业,zh,CNY,上海证券交易所,沪主板,A股,电子,电子制造,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600839/2024/600839_2024_20250426.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-26/600839_20250426_K833.pdf
600843_2024_20250429,上工申贝,上工申贝|600843,600843,annual_report,上工申贝（集团）股份有限公司2024年年度报告,2025-04-29,2024,,专用设备制造业,zh,CNY,上海证券交易所,沪主板,A股,专用设备制造业,专用设备制造业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600843/2024/600843_2024_20250429.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-29/600843_20250429_S70M.pdf
600848_2024_20250412,上海临港,上海临港|600848,600848,annual_report,2024年年度报告,2025-04-12,2024,,房地产业,zh,CNY,上海证券交易所,沪主板,A股,房地产业,房地产业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600848/2024/600848_2024_20250412.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-12/600848_20250412_9M48.pdf
600850_2024_20250415,电科数字,电科数字|600850,600850,annual_report,中电科数字技术股份有限公司2024年年度报告,2025-04-15,2024,,软件和信息技术服务业,zh,CNY,上海证券交易所,沪主板,A股,信息技术,软件服务,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600850/2024/600850_2024_20250415.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-15/600850_20250415_9BZO.pdf
600863_2024_20250425,内蒙华电,内蒙华电|600863,600863,annual_report,内蒙古蒙电华能热电股份有限公司2024年年度报告,2025-04-25,2024,,电力、热力生产和供应业,zh,CNY,上海证券交易所,沪主板,A股,电力、热力生产和供应业,电力、热力生产和供应业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600863/2024/600863_2024_20250425.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-25/600863_20250425_IQRJ.pdf
600868_2024_20250429,梅雁吉祥,梅雁吉祥|600868,600868,annual_report,广东梅雁吉祥水电股份有限公司2024年年度报告,2025-04-29,2024,,电力、热力生产和供应业,zh,CNY,上海证券交易所,沪主板,A股,电力、热力生产和供应业,电力、热力生产和供应业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600868/2024/600868_2024_20250429.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-29/600868_20250429_SSPO.pdf
600919_2024_20250419,江苏银行,江苏银行|600919,600919,annual_report,江苏银行2024年年度报告,2025-04-19,2024,,货币金融服务,zh,CNY,上海证券交易所,沪主板,A股,货币金融服务,货币金融服务,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600919/2024/600919_2024_20250419.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-19/600919_20250419_L1TH.pdf
600969_2024_20250426,郴电国际,郴电国际|600969,600969,annual_report,郴电国际2024年年度报告全文,2025-04-26,2024,,电力、热力生产和供应业,zh,CNY,上海证券交易所,沪主板,A股,电力、热力生产和供应业,电力、热力生产和供应业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600969/2024/600969_2024_20250426.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-26/600969_20250426_TVMC.pdf
600979_2024_20250430,广安爱众,广安爱众|600979,600979,annual_report,四川广安爱众股份有限公司2024年年度报告,2025-04-30,2024,,电力、热力生产和供应业,zh,CNY,上海证券交易所,沪主板,A股,电力、热力生产和供应业,电力、热力生产和供应业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600979/2024/600979_2024_20250430.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-30/600979_20250430_RRXP.pdf
600982_2024_20250422,宁波能源,宁波能源|600982,600982,annual_report,宁波能源2024年年度报告,2025-04-22,2024,,电力、热力生产和供应业,zh,CNY,上海证券交易所,沪主板,A股,电力、热力生产和供应业,电力、热力生产和供应业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/600982/2024/600982_2024_20250422.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-22/600982_20250422_YYFS.pdf
601009_2024_20250422,南京银行,南京银行|601009,601009,annual_report,南京银行股份有限公司2024年年度报告,2025-04-22,2024,,货币金融服务,zh,CNY,上海证券交易所,沪主板,A股,货币金融服务,货币金融服务,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/601009/2024/601009_2024_20250422.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-22/601009_20250422_T0YR.pdf
601010_2024_20250430,文峰股份,文峰股份|601010,601010,annual_report,文峰股份2024年年度报告,2025-04-30,2024,,零售业,zh,CNY,上海证券交易所,沪主板,A股,零售业,零售业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/601010/2024/601010_2024_20250430.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-30/601010_20250430_BXZ9.pdf
601077_2024_20250326,渝农商行,渝农商行|601077,601077,annual_report,重庆农村商业银行股份有限公司2024年年度报告,2025-03-26,2024,,货币金融服务,zh,CNY,上海证券交易所,沪主板,A股,货币金融服务,货币金融服务,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/601077/2024/601077_2024_20250326.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-03-26/601077_20250326_NXT2.pdf
601113_2024_20250410,华鼎股份,华鼎股份|601113,601113,annual_report,义乌华鼎锦纶股份有限公司2024年年度报告,2025-04-10,2024,,零售业,zh,CNY,上海证券交易所,沪主板,A股,零售业,零售业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/601113/2024/601113_2024_20250410.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-10/601113_20250410_F2EZ.pdf
601127_2024_20250401,赛力斯,赛力斯|601127,601127,annual_report,2024年年度报告,2025-04-01,2024,,汽车制造业,zh,CNY,上海证券交易所,沪主板,A股,汽车,汽车零部件,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/601127/2024/601127_2024_20250401.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-01/601127_20250401_OOO5.pdf
601128_2024_20250328,常熟银行,常熟银行|601128,601128,annual_report,江苏常熟农村商业银行股份有限公司2024年年度报告,2025-03-28,2024,,货币金融服务,zh,CNY,上海证券交易所,沪主板,A股,货币金融服务,货币金融服务,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/601128/2024/601128_2024_20250328.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-03-28/601128_20250328_QKK8.pdf
601169_2024_20250415,北京银行,北京银行|601169,601169,annual_report,北京银行股份有限公司2024年年度报告,2025-04-15,2024,,货币金融服务,zh,CNY,上海证券交易所,沪主板,A股,货币金融服务,货币金融服务,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/601169/2024/601169_2024_20250415.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-15/601169_20250415_EPWG.pdf
601238_2024_20250329,广汽集团,广汽集团|601238,601238,annual_report,广汽集团2024年年度报告全文,2025-03-29,2024,,汽车制造业,zh,CNY,上海证券交易所,沪主板,A股,汽车,汽车零部件,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/601238/2024/601238_2024_20250329.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-03-29/601238_20250329_83IV.pdf
601528_2024_20250328,瑞丰银行,瑞丰银行|601528,601528,annual_report,浙江绍兴瑞丰农村商业银行股份有限公司2024年年度报告,2025-03-28,2024,,货币金融服务,zh,CNY,上海证券交易所,沪主板,A股,货币金融服务,货币金融服务,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/601528/2024/601528_2024_20250328.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-03-28/601528_20250328_ULDM.pdf
601577_2024_20250426,长沙银行,长沙银行|601577,601577,annual_report,长沙银行股份有限公司2024年年度报告全文,2025-04-26,2024,,货币金融服务,zh,CNY,上海证券交易所,沪主板,A股,货币金融服务,货币金融服务,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/601577/2024/601577_2024_20250426.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-26/601577_20250426_4ZZV.pdf
601607_2024_20250328,上海医药,上海医药|601607,601607,annual_report,上海医药集团股份有限公司2024 年年度报告,2025-03-28,2024,,零售业,zh,CNY,上海证券交易所,沪主板,A股,零售业,零售业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/601607/2024/601607_2024_20250328.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-03-28/601607_20250328_W835.pdf
601658_2024_20250328,邮储银行,邮储银行|601658,601658,annual_report,中国邮政储蓄银行股份有限公司2024年年度报告,2025-03-28,2024,,货币金融服务,zh,CNY,上海证券交易所,沪主板,A股,货币金融服务,货币金融服务,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/601658/2024/601658_2024_20250328.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-03-28/601658_20250328_RI1C.pdf
601665_2024_20250426,齐鲁银行,齐鲁银行|601665,601665,annual_report,齐鲁银行股份有限公司2024年年度报告,2025-04-26,2024,,货币金融服务,zh,CNY,上海证券交易所,沪主板,A股,货币金融服务,货币金融服务,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/601665/2024/601665_2024_20250426.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-26/601665_20250426_XN0V.pdf
601678_2024_20250430,滨化股份,滨化股份|601678,601678,annual_report,滨化股份2024年年度报告,2025-04-30,2024,,化学原料和化学制品制造业,zh,CNY,上海证券交易所,沪主板,A股,化学原料和化学制品制造业,化学原料和化学制品制造业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/601678/2024/601678_2024_20250430.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-30/601678_20250430_MN9F.pdf
601799_2024_20250320,星宇股份,星宇股份|601799,601799,annual_report,星宇股份2024年年度报告全文,2025-03-20,2024,,汽车制造业,zh,CNY,上海证券交易所,沪主板,A股,汽车,汽车零部件,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/601799/2024/601799_2024_20250320.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-03-20/601799_20250320_T2NS.pdf
601825_2024_20250425,沪农商行,沪农商行|601825,601825,annual_report,上海农商银行股份有限公司2024年年度报告,2025-04-25,2024,,货币金融服务,zh,CNY,上海证券交易所,沪主板,A股,货币金融服务,货币金融服务,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/601825/2024/601825_2024_20250425.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-25/601825_20250425_LDQ6.pdf
601838_2024_20250429,成都银行,成都银行|601838,601838,annual_report,成都银行股份有限公司2024年年度报告,2025-04-29,2024,,货币金融服务,zh,CNY,上海证券交易所,沪主板,A股,货币金融服务,货币金融服务,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/601838/2024/601838_2024_20250429.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-29/601838_20250429_7CUU.pdf
601860_2024_20250425,紫金银行,紫金银行|601860,601860,annual_report,江苏紫金农村商业银行股份有限公司2024年年度报告,2025-04-25,2024,,货币金融服务,zh,CNY,上海证券交易所,沪主板,A股,货币金融服务,货币金融服务,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/601860/2024/601860_2024_20250425.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-25/601860_20250425_E6AQ.pdf
603009_2024_20250228,北特科技,北特科技|603009,603009,annual_report,北特科技2024年年度报告,2025-02-28,2024,,汽车制造业,zh,CNY,上海证券交易所,沪主板,A股,汽车,汽车零部件,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/603009/2024/603009_2024_20250228.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-02-28/603009_20250228_HREU.pdf
603037_2024_20250429,凯众股份,凯众股份|603037,603037,annual_report,2024年年度报告,2025-04-29,2024,,汽车制造业,zh,CNY,上海证券交易所,沪主板,A股,汽车,汽车零部件,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/603037/2024/603037_2024_20250429.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-29/603037_20250429_5BJA.pdf
603039_2024_20250328,泛微网络,泛微网络|603039,603039,annual_report,泛微网络2024年年度报告,2025-03-28,2024,,软件和信息技术服务业,zh,CNY,上海证券交易所,沪主板,A股,信息技术,软件服务,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/603039/2024/603039_2024_20250328.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-03-28/603039_20250328_RXN5.pdf
603062_2024_20250325,麦加芯彩,麦加芯彩|603062,603062,annual_report,2024年年度报告,2025-03-25,2024,,化学原料和化学制品制造业,zh,CNY,上海证券交易所,沪主板,A股,化学原料和化学制品制造业,化学原料和化学制品制造业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/603062/2024/603062_2024_20250325.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-03-25/603062_20250325_DR4K.pdf
603065_2024_20250429,宿迁联盛,宿迁联盛|603065,603065,annual_report,宿迁联盛2024年年度报告,2025-04-29,2024,,化学原料和化学制品制造业,zh,CNY,上海证券交易所,沪主板,A股,化学原料和化学制品制造业,化学原料和化学制品制造业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/603065/2024/603065_2024_20250429.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-29/603065_20250429_NK0M.pdf
603067_2024_20250428,振华股份,振华股份|603067,603067,annual_report,振华股份2024年年度报告,2025-04-28,2024,,化学原料和化学制品制造业,zh,CNY,上海证券交易所,沪主板,A股,化学原料和化学制品制造业,化学原料和化学制品制造业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/603067/2024/603067_2024_20250428.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-28/603067_20250428_BHGJ.pdf
603078_2024_20250322,江化微,江化微|603078,603078,annual_report,江阴江化微电子材料股份有限公司2024年年度报告,2025-03-22,2024,,化学原料和化学制品制造业,zh,CNY,上海证券交易所,沪主板,A股,化学原料和化学制品制造业,化学原料和化学制品制造业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/603078/2024/603078_2024_20250322.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-03-22/603078_20250322_UZQF.pdf
603085_2024_20250429,天成自控,天成自控|603085,603085,annual_report,天成自控2024年年度报告,2025-04-29,2024,,汽车制造业,zh,CNY,上海证券交易所,沪主板,A股,汽车,汽车零部件,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/603085/2024/603085_2024_20250429.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-29/603085_20250429_FJDY.pdf
603101_2024_20250404,汇嘉时代,汇嘉时代|603101,603101,annual_report,2024年年度报告,2025-04-04,2024,,零售业,zh,CNY,上海证券交易所,沪主板,A股,零售业,零售业,true,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/manifest.csv,/media/main/lgd/llm/PDFCrawl/output/top10_industries_2024_20each/pdfs/603101/2024/603101_2024_20250404.pdf,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-04/603101_20250404_07XC.pdf
